doc_id,keywords,keyword_count,has_deployment_tag,current_concepts,namespaces,apis
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithHostDbContext,applicationbuilder,1,False,"Actions, Tenant",,"DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithHostDbContext, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilderdescription, EFCore"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithHostDbContext``1,applicationbuilder,1,False,"Actions, Tenant",,"DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithHostDbContext, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilderdescription, EFCore"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithMultiTenancyModelDifferenceStore,applicationbuilder,1,False,"Actions, Application Model, Tenant",,"DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithMultiTenancyModelDifferenceStore, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithMultiTenancyModelDifferenceStore``1,applicationbuilder,1,False,"Actions, Application Model, Tenant",,"DevExpress.ExpressApp.ApplicationBuilder.ModelDifferencesOptions, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithMultiTenancyModelDifferenceStore, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithSharedBusinessObjects,applicationbuilder,1,False,"Actions, Business Objects, Tenant",,"DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithSharedBusinessObjects, DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilderdescription, EFCore"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithSharedBusinessObjects,applicationbuilder,1,False,"Business Objects, Tenant",,
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy.EFCore/IMultiTenancyApplicationBuilder/WithTenantResolver``1,applicationbuilder,1,False,"Authentication, Tenant",,"DevExpress.ExpressApp.MultiTenancy.EFCore.IMultiTenancyApplicationBuilder.WithTenantResolver, EFCore"
data/raw_md/apidoc/DevExpress.ExpressApp.MultiTenancy/IConnectionStringProvider/IConnectionStringProvider,connectionstring,1,False,"Database Connection, Tenant",,"DevExpress.ExpressApp.MultiTenancy.IConnectionStringProvider._membersaltText, DevExpress.ExpressApp.MultiTenancy.IConnectionStringProvidername"
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/StartupExtensions/AddXafDashboards,startup,1,False,".NET Runtime, Actions, Blazor UI, Dashboards, Database Connection",,"DevExpress.ExpressApp.Dashboards.Blazor.Services.BlazorDashboardConfigurator, DevExpress.ExpressApp.Dashboards.Blazor.StartupExtensions.AddXafDashboards"
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/StartupExtensions/AddXafDashboards,startup,1,False,"Blazor UI, Dashboards",,DevExpress.ExpressApp.Dashboards.Blazor
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/StartupExtensions/MapXafDashboards,startup,1,False,".NET Runtime, Blazor UI, Controllers, Dashboards",,DevExpress.ExpressApp.Dashboards.Blazor.StartupExtensions.MapXafDashboards
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/StartupExtensions/MapXafDashboards,startup,1,False,"Blazor UI, Dashboards",,DevExpress.ExpressApp.Dashboards.Blazor
data/raw_md/apidoc/DevExpress.ExpressApp.Dashboards.Blazor/StartupExtensions/StartupExtensions,startup,1,False,".NET Runtime, Blazor UI, Dashboards",,"DevExpress.ExpressApp.Dashboards.Blazor.StartupExtensions._membersaltText, DevExpress.ExpressApp.Dashboards.Blazor.StartupExtensionsname"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/AuditTrailXpoApplicationBuilderExtensions/AddAuditTrailXpo``1,applicationbuilder,1,False,"Audit Trail, Blazor UI, XPO",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.AuditTrailXpoApplicationBuilderExtensions.AddAuditTrailXpo0, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/AuditTrailXpoApplicationBuilderExtensions/AddAuditTrailXpo``1_1,applicationbuilder,1,False,"Actions, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.AuditTrail.AuditTrailOptions, DevExpress.ExpressApp.Blazor.ApplicationBuilder.AuditTrailXpoApplicationBuilderExtensions.AddAuditTrailXpo0"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/DashboardsApplicationBuilderExtensions/AddDashboards,applicationbuilder,1,False,"Actions, Blazor UI, Dashboards",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.DashboardsApplicationBuilderExtensions.AddDashboards, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/EFCoreMiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,"Actions, Blazor UI, Entity Framework Core, Security System",,"DevExpress.ExpressApp.ApplicationBuilder.EFCoreMiddleTierSecurityOptions, DevExpress.ExpressApp.Blazor.ApplicationBuilder.EFCoreMiddleTierSecurityExtensions.UseMiddleTierMode, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/EFCoreMiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/FileAttachmentsApplicationBuilderExtensions/AddFileAttachments,applicationbuilder,1,False,"Actions, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.FileAttachmentsApplicationBuilderExtensions.AddFileAttachments, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorApplicationBuilder/IBlazorApplicationBuilder,applicationbuilder,1,False,".NET Runtime, Blazor UI, Modules, Security System",,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder._membersaltText, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuildername"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorApplicationBuilder/ObjectSpaceProviders,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder.IObjectSpaceProviderServiceBasedBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder.ObjectSpaceProvidersname"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorApplicationBuilder/ObjectSpaceProviders,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder, DevExpress.Persistent.BaseImpl"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorApplicationBuilder/Security,applicationbuilder,1,False,"Blazor UI, Security System",,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder.Securityname, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorApplicationBuilder/Security,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder, DevExpress.Persistent.BaseImpl"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorSecurityBuilder/AddAuthenticationProvider``2,applicationbuilder,1,False,"Actions, Blazor UI",,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder.AddAuthenticationProvider0, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorSecurityBuilder/IBlazorSecurityBuilder,applicationbuilder,1,False,".NET Runtime, Blazor UI, Security System",,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder._membersaltText, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuildername"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorSecurityBuilder/UseIntegratedMode,applicationbuilder,1,False,"Actions, Blazor UI, Security System",,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder.UseIntegratedMode, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription, DevExpress.ExpressApp.Security.SecurityModuleOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/IBlazorSecurityBuilder/UseIntegratedMode,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder, PermissionPolicyRole"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/MiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,"Actions, Blazor UI, Security System, XPO",,"DevExpress.ExpressApp.ApplicationBuilder.MiddleTierSecurityOptions, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/MiddleTierSecurityExtensions/UseMiddleTierMode,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/NotificationsApplicationBuilderExtensions/AddNotifications,applicationbuilder,1,False,".NET Runtime, Actions, Blazor UI, Modules, Notifications",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.NotificationsApplicationBuilderExtensions.AddNotifications"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/NotificationsApplicationBuilderExtensions/AddNotifications_1,applicationbuilder,1,False,"Blazor UI, Modules, Notifications",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.NotificationsApplicationBuilderExtensions.AddNotifications"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/OfficeApplicationBuilderExtensions/AddOffice,applicationbuilder,1,False,"Actions, Blazor UI, Business Objects, Entity Framework Core, Modules",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.OfficeApplicationBuilderExtensions.AddOffice"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/OfficeOptions/OfficeOptions,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.Blazor.ApplicationBuilder.OfficeOptions._membersaltText, DevExpress.ExpressApp.Blazor.ApplicationBuilder.OfficeOptionsname"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/OfficeOptions/RichTextMailMergeDataType,applicationbuilder,1,False,"Blazor UI, Mail Merge",,DevExpress.ExpressApp.Blazor.ApplicationBuilder.OfficeOptions.RichTextMailMergeDataTypename
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/ReportsApplicationBuilderExtensions/AddReports,applicationbuilder,1,False,"Actions, Blazor UI, Reports, Reports V2",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.ReportsApplicationBuilderExtensions.AddReports"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/SchedulerApplicationBuilderExtensions/AddScheduler,applicationbuilder,1,False,"Actions, Blazor UI, Scheduler",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.SchedulerApplicationBuilderExtensions.AddScheduler"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/ValidationApplicationBuilderExtensions/AddValidation,applicationbuilder,1,False,"Actions, Blazor UI, Validation",,"DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.ValidationApplicationBuilderExtensions.AddValidation"
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.ApplicationBuilder/ValidationApplicationBuilderExtensions/AddValidation,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder, DevExpress.Persistent.BaseImpl"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/AuditedDbContextBuilderExtensions,applicationbuilder,1,False,Audit Trail,,"DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions._membersaltText, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensionsname"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/WithAuditedDbContext``1,applicationbuilder,1,False,".NET Runtime, Actions, Audit Trail, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextServiceBasedConfigurator, DevExpress.ExpressApp.ApplicationBuilder.DbContextServiceBasedBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/WithAuditedDbContext``1,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/WithAuditedDbContext``1_1,applicationbuilder,1,False,"Actions, Audit Trail, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextBuilderExtensions.WithAuditedDbContext0, DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextConfigurator, DevExpress.ExpressApp.ApplicationBuilder.DbContextBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextBuilderExtensions/WithAuditedDbContext``1_1,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextConfigurator/Configure``2,applicationbuilder,1,False,"Actions, Audit Trail, Blazor UI, WinForms",,"DevExpress.ExpressApp.ApplicationBuilder.AuditedDbContextConfigurator.Configure, DevExpress.ExpressApp.XafApplication, DevExpress.Persistent.BaseImpl.EFCore.AuditTrail.AuditTrailOptions"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextConfigurator/Configure``2,applicationbuilder,1,False,Blazor UI,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditedDbContextConfigurator/Configure``2,applicationbuilder,1,False,,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditTrailEFCoreApplicationBuilderExtensions/AddAuditTrailEFCore``1,applicationbuilder,1,False,"Audit Trail, Blazor UI, Entity Framework Core",,"DevExpress.ExpressApp.ApplicationBuilder.AuditTrailEFCoreApplicationBuilderExtensions.AddAuditTrailEFCore0, DevExpress.ExpressApp.ApplicationBuilder.IModuleBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditTrailEFCoreApplicationBuilderExtensions/AddAuditTrailEFCore``1,applicationbuilder,1,False,Modules,,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Win.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/AuditTrailEFCoreApplicationBuilderExtensions/AddAuditTrailEFCore``1,applicationbuilder,1,False,"Blazor UI, Modules",,"DevExpress.ExpressApp.ApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorEFCoreMultiTenancyApplicationBuilderExtensions/AddMultiTenancy,applicationbuilder,1,False,"Blazor UI, Business Objects, Entity Framework Core, Tenant",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorEFCoreMultiTenancyApplicationBuilderExtensions.AddMultiTenancy, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorApplicationBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorEFCoreMultiTenancyApplicationBuilderExtensions/BlazorEFCoreMultiTenancyApplicationBuilderExtensions,applicationbuilder,1,False,"Blazor UI, Business Objects, Entity Framework Core, Tenant",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorEFCoreMultiTenancyApplicationBuilderExtensions._membersaltText, DevExpress.ExpressApp.ApplicationBuilder.BlazorEFCoreMultiTenancyApplicationBuilderExtensionsname, Entity Framework Core"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddExternalAuthentication,applicationbuilder,1,False,"Actions, Authentication, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorSecurityBuilderExtensions.AddExternalAuthentication, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddExternalAuthentication,applicationbuilder,1,False,Blazor UI,,DevExpress.ExpressApp.ApplicationBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddExternalAuthentication``1,applicationbuilder,1,False,"Actions, Authentication, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorSecurityBuilderExtensions.AddExternalAuthentication, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddExternalAuthentication``1,applicationbuilder,1,False,Blazor UI,,DevExpress.ExpressApp.ApplicationBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddPasswordAuthentication,applicationbuilder,1,False,"Actions, Authentication, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorSecurityBuilderExtensions.AddPasswordAuthentication, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddPasswordAuthentication,applicationbuilder,1,False,Blazor UI,,DevExpress.ExpressApp.ApplicationBuilder
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddWindowsAuthentication,applicationbuilder,1,False,"Actions, Authentication, Blazor UI",,"DevExpress.ExpressApp.ApplicationBuilder.BlazorSecurityBuilderExtensions.AddWindowsAuthentication, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilder, DevExpress.ExpressApp.Blazor.ApplicationBuilder.IBlazorSecurityBuilderdescription"
data/raw_md/apidoc/DevExpress.ExpressApp.ApplicationBuilder/BlazorSecurityBuilderExtensions/AddWindowsAuthentication,applicationbuilder,1,False,Blazor UI,,DevExpress.ExpressApp.ApplicationBuilder
