doc_id,title,section_id,matched,is_api,kept,concepts,platforms,apis,h_path,snippet
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2.Services/ReportDataSourceHelperBase/SetXafReportParametersObject,SetXafReportParametersObject,SetXafReportParametersObject::1,XtraReport,True,True,"Report Parameters, Reports",,,,"sV2.Services.ReportDataSourceHelperBase.SetXafReportParametersObject(DevExpress.XtraReports.UI.XtraReport,DevExpress.ExpressApp.ReportsV2.ReportParametersObjectBase)name: SetXafReportParametersObject(XtraReport, ReportPa"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/CreateCustomReportContainerEventArgs/#ctor1137605,#ctor1137605,#ctor1137605::1,IReportDataV2,True,True,Reports,,,,"evExpress.ExpressApp.ReportsV2.IReportContainer,DevExpress.ExpressApp.ReportsV2.IReportDataV2)name: CreateCustomReportContainerEventArgs(IReportContainer, IReportDataV2)type: Constructorsummary: Initializes a new instanc"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IInplaceReportV2/DataTypeName1137437,DataTypeName1137437,DataTypeName1137437::1,PredefinedReportsUpdater,True,True,Reports,,,,ta source is bound to. The data type of predefined reports is specified via the PredefinedReportsUpdater.AddPredefinedReport<T> method. The data type of runtime reports is taken from the data source (from the DataSourceB
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IInplaceReportV2/IInplaceReportV2,IInplaceReportV2,IInplaceReportV2::1,IInplaceReport,True,True,Reports,,,,uid: DevExpress.ExpressApp.ReportsV2.IInplaceReportV2name: IInplaceReportV2type: Interfacesummary: Implemented by persistent classes used to store reports that can be used as inplace repors.syntax:content: public interfa
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/InplaceReportCacheHelperService/GetReportDataInfoList,GetReportDataInfoList,GetReportDataInfoList::1,"IInplaceReport, IReportDataV2",True,True,Reports,,,,"n all report data objects that are stored in the application database, have the IInplaceReportV2.IsInplaceReport property set to true and the IReportDataV2.DataType property set to the given type.syntax:content: public v"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/InplaceReportCacheHelperService/InplaceReportCacheHelperService,InplaceReportCacheHelperService,InplaceReportCacheHelperService::1,IInplaceReport,True,False,,,,,Classsummary: ''syntax:content: 'public class InplaceReportCacheHelperService : IInplaceReportCacheHelper'seealso: linkId: DevExpress.ExpressApp.ReportsV2.InplaceReportCacheHelperService._membersaltText: InplaceReportCac
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportContainer/IReportContainer,IReportContainer,IReportContainer::1,ReportsStorage,True,True,Reports,,,,"rEventArgs.ReportContainer parameter. To get an  instance by is handle, use the ReportsStorage.GetReportContainerByHandle method."
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataSourceHelper/SetupBeforePrint,SetupBeforePrint,SetupBeforePrint::1,XtraReport,True,True,"Report Parameters, Reports",,,,"xpress.ExpressApp.ReportsV2.IReportDataSourceHelper.SetupBeforePrint(DevExpress.XtraReports.UI.XtraReport,DevExpress.ExpressApp.ReportsV2.ReportParametersObjectBase,DevExpress.Data.Filtering.CriteriaOperator,System.Boole"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataSourceHelper/SetupBeforePrint_1,SetupBeforePrint_1,SetupBeforePrint_1::1,XtraReport,True,True,,,,,xpress.ExpressApp.ReportsV2.IReportDataSourceHelper.SetupBeforePrint(DevExpress.XtraReports.UI.XtraReport)name: SetupBeforePrint(XtraReport)type: Methodsummary: Prepares the report for further printing.syntax:content: vo
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataSourceHelper/SetupReport,SetupReport,SetupReport::1,XtraReport,True,True,"Report Parameters, Reports",,,,"DevExpress.ExpressApp.ReportsV2.IReportDataSourceHelper.SetupReport(DevExpress.XtraReports.UI.XtraReport,DevExpress.ExpressApp.ReportsV2.ReportParametersObjectBase,DevExpress.Data.Filtering.CriteriaOperator,System.Boole"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataSourceHelper/SetupReport_1,SetupReport_1,SetupReport_1::1,XtraReport,True,True,,,,,DevExpress.ExpressApp.ReportsV2.IReportDataSourceHelper.SetupReport(DevExpress.XtraReports.UI.XtraReport)name: SetupReport(XtraReport)type: Methodsummary: Initializes the specified report.syntax:content: void SetupRepor
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataSourceHelper/SetXafReportParametersObject,SetXafReportParametersObject,SetXafReportParametersObject::1,XtraReport,True,True,"Report Parameters, Reports",,,,"ssApp.ReportsV2.IReportDataSourceHelper.SetXafReportParametersObject(DevExpress.XtraReports.UI.XtraReport,DevExpress.ExpressApp.ReportsV2.ReportParametersObjectBase)name: SetXafReportParametersObject(XtraReport, ReportPa"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataV2/Content1137431,Content1137431,Content1137431::1,XtraReport,True,True,,,,,This property value is loaded into a stream and passed to the XtraReport.LoadLayout method.
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataV2/DataType1137432,DataType1137432,DataType1137432::1,PredefinedReportsUpdater,True,True,Reports,,,,ta source is bound to. The data type of predefined reports is specified via the PredefinedReportsUpdater.AddPredefinedReport<T> method. The data type of runtime reports is taken from the data source.
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataV2/IReportDataV2,IReportDataV2,IReportDataV2::1,IReportDataV2,True,True,"Reports, Reports V2",,,,uid: DevExpress.ExpressApp.ReportsV2.IReportDataV2name: IReportDataV2type: Interfacesummary: Implemented by persistent classes used to store reports used by the Reports V2 Module.syntax:content: public interface IReportD
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataV2/IsPredefined1137434,IsPredefined1137434,IsPredefined1137434::1,PredefinedReportsUpdater,True,True,Reports,,,,Predefined reports are registered in code via the PredefinedReportsUpdater.AddPredefinedReport<T> method. Runtime reports are created manually by end users.
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportDataV2/ParametersObjectType1137435,ParametersObjectType1137435,ParametersObjectType1137435::1,IReportDataV2,True,True,"Report Parameters, Reports",,,,uid: DevExpress.ExpressApp.ReportsV2.IReportDataV2.ParametersObjectTypename: ParametersObjectTypetype: Propertysummary: Gets the type of the reports parameter object.syntax:content: Type ParametersObjectType { get; }para
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/CopyFrom,CopyFrom,CopyFrom::1,IReportDataV2,True,False,,,,,"ss.ExpressApp.ReportsV2.IReportStorage.CopyFrom(DevExpress.ExpressApp.ReportsV2.IReportDataV2,DevExpress.ExpressApp.ReportsV2.IReportDataV2Writable)name: CopyFrom(IReportDataV2, IReportDataV2Writable)type: Methodsummary:"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/CopyReports,CopyReports,CopyReports::1,IReportDataV2,True,False,,,,,ExpressApp.ReportsV2.IReportStorage.CopyReports(DevExpress.ExpressApp.ReportsV2.IReportDataV2[])name: CopyReports(IReportDataV2[])type: Methodsummary: ''syntax:content: void CopyReports(params IReportDataV2[] reportsData
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/CreateReportHandle,CreateReportHandle,CreateReportHandle::1,IReportDataV2,True,False,,,,,"App.ReportsV2.IReportStorage.CreateReportHandle(DevExpress.ExpressApp.ReportsV2.IReportDataV2,DevExpress.ExpressApp.IObjectSpace)name: CreateReportHandle(IReportDataV2, IObjectSpace)type: Methodsummary: ''syntax:content:"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/GetReport,GetReport,GetReport::1,XtraReport,True,False,,,,,ort(System.String)name: GetReport(String)type: Methodsummary: ''syntax:content: XtraReport GetReport(string url)parameters: id: urltype: System.Stringdescription: ''return:type: DevExpress.XtraReports.UI.XtraReportdescri
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/GetReportContainerHandle,GetReportContainerHandle,GetReportContainerHandle::1,IReportDataV2,True,False,,,,,portsV2.IReportStorage.GetReportContainerHandle(DevExpress.ExpressApp.ReportsV2.IReportDataV2)name: GetReportContainerHandle(IReportDataV2)type: Methodsummary: ''syntax:content: string GetReportContainerHandle(IReportDat
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/LoadReport,LoadReport,LoadReport::1,"XtraReport, IReportDataV2",True,False,,,,,ortDataV2)name: LoadReport(IReportDataV2)type: Methodsummary: ''syntax:content: XtraReport LoadReport(IReportDataV2 reportData)parameters: id: reportDatatype: DevExpress.ExpressApp.ReportsV2.IReportDataV2description: ''r
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/SaveReport,SaveReport,SaveReport::1,"XtraReport, IReportDataV2",True,False,,,,,"age.SaveReport(DevExpress.ExpressApp.ReportsV2.IReportDataV2Writable,DevExpress.XtraReports.UI.XtraReport)name: SaveReport(IReportDataV2Writable, XtraReport)type: Methodsummary: ''syntax:content: void SaveReport(IReportD"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/IReportStorage/SetNewData,SetNewData,SetNewData::1,XtraReport,True,False,,,,,"uid: DevExpress.ExpressApp.ReportsV2.IReportStorage.SetNewData(DevExpress.XtraReports.UI.XtraReport,System.String)name: SetNewData(XtraReport, String)type: Methodsummary: ''syntax:content: string SetNewData(XtraReport re"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/#ctor1137398,#ctor1137398,#ctor1137398::1,PredefinedReportsUpdater,True,True,Reports,,,,"uid: DevExpress.ExpressApp.ReportsV2.PredefinedReportsUpdater.#ctor(DevExpress.ExpressApp.XafApplication,DevExpress.ExpressApp.IObjectSpace,System.Version)name: PredefinedReportsUpdater(XafApplication, IObjectSpace, Vers"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport1137403,AddPredefinedReport1137403,AddPredefinedReport1137403::1,"PredefinedReportsUpdater, IReportDataV2",True,False,,,,,uid: DevExpress.ExpressApp.ReportsV2.PredefinedReportsUpdater.AddPredefinedReport(DevExpress.ExpressApp.ReportsV2.IReportDataV2)name: AddPredefinedReport(IReportDataV2)type: Methodsummary: Adds the specified predefined r
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137399,AddPredefinedReport``11137399,AddPredefinedReport``11137399::1,"XtraReport, PredefinedReportsUpdater",True,True,Reports,,,,"edReport(string displayName, Type dataType, Type parametersObjectType)where T : XtraReportparameters: id: displayNametype: System.Stringdescription: A string which is the report's display name. id: dataTypetype: System.T"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137400,AddPredefinedReport``11137400,AddPredefinedReport``11137400::1,"XtraReport, PredefinedReportsUpdater",True,True,,,,,.syntax:content: |-public void AddPredefinedReport(string displayName)where T : XtraReportparameters: id: displayNametype: System.Stringdescription: A string which is the report's display name.typeParameters: id: Tdescri
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137401,AddPredefinedReport``11137401,AddPredefinedReport``11137401::1,"XtraReport, PredefinedReportsUpdater",True,True,Reports,,,,"yName, Type dataType, Type parametersObjectType, bool isInplaceReport)where T : XtraReportparameters: id: displayNametype: System.Stringdescription: A string which is the report's display name. id: dataTypetype: System.T"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137402,AddPredefinedReport``11137402,AddPredefinedReport``11137402::1,"XtraReport, PredefinedReportsUpdater",True,True,,,,,"definedReport(string displayName, Type dataType, bool isInplaceReport)where T : XtraReportparameters: id: displayNametype: System.Stringdescription: A string which is the report's display name. id: dataTypetype: System.T"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137404,AddPredefinedReport``11137404,AddPredefinedReport``11137404::1,"XtraReport, PredefinedReportsUpdater",True,True,,,,,": |-public void AddPredefinedReport(string displayName, Type dataType)where T : XtraReportparameters: id: displayNametype: System.Stringdescription: A string which is the report's display name. id: dataTypetype: System.T"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/PredefinedReportsUpdater,C#,PredefinedReportsUpdater::1,"XtraReport, PredefinedReportsUpdater",True,True,Reports,,,,"ext: PredefinedReportsUpdater Members linkId: ""113591"" To register a predefined XtraReport, override the ModuleBase.GetModuleUpdaters method, instantiate the PredefinedReportsUpdater and add a report via the PredefinedRe"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/PredefinedReportsUpdater,C#,PredefinedReportsUpdater::2,PredefinedReportsUpdater,True,True,Reports,,,,"[!NOTE]By default, each new PredefinedReportsUpdater instance removes predefined reports that are not registered within this instance. If you implement your reports in several modules and need to create multiple Predefin"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/UseMultipleUpdaters1139719,UseMultipleUpdaters1139719,UseMultipleUpdaters1139719::1,PredefinedReportsUpdater,True,True,,,,,"When the UseMultipleUpdaters property is set to true, the current PredefinedReportsUpdater class operates only with reports defined in the current module."
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PrintSelectionBaseController/PrintSelectionBaseController,PrintSelectionBaseController,PrintSelectionBaseController::1,"IInplaceReport, PredefinedReportsUpdater",True,True,Reports,,,,"ction is not activated. To specify that a report is in-place in the UI, set its IInplaceReportV2.IsInplaceReport property to true. To create an in-place report in code, call the PredefinedReportsUpdater.AddPredefinedRepo"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportContainer/#ctor,#ctor,#ctor::1,IReportDataV2,True,True,,,,,"ress.ExpressApp.ReportsV2.ReportContainer.#ctor(DevExpress.ExpressApp.ReportsV2.IReportDataV2,System.Boolean,DevExpress.ExpressApp.ReportsV2.IReportStorage)name: ReportContainer(IReportDataV2, Boolean, IReportStorage)typ"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportContainer/ReportContainer,ReportContainer,ReportContainer::1,ReportsStorage,True,True,,,,,"mbersaltText: ReportContainer Members To get an  instance by is handle, use the ReportsStorage.GetReportContainerByHandle method. To create a custom Report Container, implement the  interface, handle the  event and pass"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportDataProvider/MassUpdateDataType``1,MassUpdateDataType``1,MassUpdateDataType``1::1,IReportDataV2,True,True,,,,,"e, IReportStorage reportStorage, string oldDataType, Type newDataType)where T : IReportDataV2Writableparameters: id: objectSpacetype: DevExpress.ExpressApp.IObjectSpacedescription: '' id: reportStoragetype: DevExpress.Ex"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportDataProvider/MassUpdateDataType``1_1,MassUpdateDataType``1_1,MassUpdateDataType``1_1::1,IReportDataV2,True,True,,,,,"rage, string oldDataType, Type newDataType, string dataTypeMemberName)where T : IReportDataV2Writableparameters: id: objectSpacetype: DevExpress.ExpressApp.IObjectSpacedescription: '' id: reportStoragetype: DevExpress.Ex"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportParametersObjectBase/ReportParametersObjectBase,C#,ReportParametersObjectBase::2,"PredefinedReportsUpdater, IReportDataV2",True,True,"Report Parameters, Reports",,,,"ssign it to a predefined report, pass the parametersObjectType parameter to the PredefinedReportsUpdater.AddPredefinedReport<T> method."
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/SetupBeforePrint1137458,SetupBeforePrint1137458,SetupBeforePrint1137458::1,XtraReport,True,True,"Report Parameters, Reports",,,,"xpress.ExpressApp.ReportsV2.ReportServiceController.SetupBeforePrint(DevExpress.XtraReports.UI.XtraReport,DevExpress.ExpressApp.ReportsV2.ReportParametersObjectBase,DevExpress.Data.Filtering.CriteriaOperator,System.Boole"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/SetupBeforePrint1137459,SetupBeforePrint1137459,SetupBeforePrint1137459::1,XtraReport,True,True,,,,,xpress.ExpressApp.ReportsV2.ReportServiceController.SetupBeforePrint(DevExpress.XtraReports.UI.XtraReport)name: SetupBeforePrint(XtraReport)type: Methodsummary: Prepares the report for further printing.syntax:content: pu
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportServiceController/ShowDesigner1138047,ShowDesigner1138047,ShowDesigner1138047::1,XtraReport,True,True,Reports,,,,"DevExpress.ExpressApp.ReportsV2.ReportServiceController.ShowDesigner(DevExpress.XtraReports.UI.XtraReport,System.String)name: ShowDesigner(XtraReport, String)type: Methodsummary: Invokes the Report Designer.syntax:conten"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsModuleV2/#ctor_1,#ctor_1,#ctor_1::1,IInplaceReport,True,True,,,,,",DevExpress.ExpressApp.ReportsV2.IReportStorage,DevExpress.ExpressApp.ReportsV2.IInplaceReportCacheHelper,DevExpress.ExpressApp.ReportsV2.ReportModuleOptions)name: ReportsModuleV2(IReportDataSourceHelper, IReportStorage,"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsStorage/GetReportContainerByHandleWithSecurity1203879,GetReportContainerByHandleWithSecurity1203879,GetReportContainerByHandleWithSecurity1203879::1,ReportsStorage,True,False,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportsStorage.GetReportContainerByHandleWithSecurity(System.String)name: GetReportContainerByHandleWithSecurity(String)type: Methodsummary: ''syntax:content: public virtual IReportCo
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsStorage/GetReportDataV21219450,GetReportDataV21219450,GetReportDataV21219450::1,"ReportsStorage, IReportDataV2",True,False,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportsStorage.GetReportDataV2(System.String,DevExpress.ExpressApp.IObjectSpace)name: GetReportDataV2(String, IObjectSpace)type: Methodsummary: ''syntax:content: public IReportDataV2"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportsStorage/ReportsStorage,ReportsStorage,ReportsStorage::1,"ReportStorageBase, ReportsStorage",True,True,Reports,,,,reports in the Reports V2 Module.syntax:content: 'public class ReportsStorage : ReportStorageBase'seealso: linkId: DevExpress.ExpressApp.ReportsV2.ReportsStorage._membersaltText: ReportsStorage Members The  class is a Cu
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/#ctor,#ctor,#ctor::1,ReportStorageBase,True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.#ctor(System.IServiceProvider,DevExpress.ExpressApp.IObjectSpaceFactory,DevExpress.ExpressApp.ReportsV2.IReportOptions,DevExpress.ExpressApp.Services.Security.IDataM"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CanSetData,CanSetData,CanSetData::1,"ReportStorageBase, ReportsStorage",True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.CanSetData(System.String)name: CanSetData(String)type: Methodsummary: Determines whether it is allowed to store a report in a Report Storage using the specified hand
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CopyFrom,CopyFrom,CopyFrom::1,"ReportStorageBase, IReportDataV2",True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.CopyFrom(DevExpress.ExpressApp.ReportsV2.IReportDataV2,DevExpress.ExpressApp.ReportsV2.IReportDataV2Writable)name: CopyFrom(IReportDataV2, IReportDataV2Writable)type"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CopyReports,CopyReports,CopyReports::1,"ReportStorageBase, IReportDataV2",True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.CopyReports(DevExpress.ExpressApp.ReportsV2.IReportDataV2[])name: CopyReports(IReportDataV2[])type: Methodsummary: Creates a copy of each report data object from the
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CreateNewReportHandle_1,CreateNewReportHandle_1,CreateNewReportHandle_1::1,ReportStorageBase,True,True,Reports,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.CreateNewReportHandle(System.Type)name: CreateNewReportHandle(Type)type: Methodsummary: Creates a new report handle.syntax:content: public string CreateNewReportHand
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/CreateReportHandle,CreateReportHandle,CreateReportHandle::1,"ReportStorageBase, IReportDataV2",True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.CreateReportHandle(DevExpress.ExpressApp.ReportsV2.IReportDataV2,DevExpress.ExpressApp.IObjectSpace)name: CreateReportHandle(IReportDataV2, IObjectSpace)type: Method"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetData,GetData,GetData::1,ReportStorageBase,True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetData(System.String)name: GetData(String)type: Methodsummary: Returns a report object stored in a Report Storage using the specified handle.syntax:content: public
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReport,GetReport,GetReport::1,"XtraReport, ReportStorageBase",True,False,,,,,ng)name: GetReport(String)type: Methodsummary: ''syntax:content: public virtual XtraReport GetReport(string url)parameters: id: urltype: System.Stringdescription: ''return:type: DevExpress.XtraReports.UI.XtraReportdescri
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportContainerByHandle,GetReportContainerByHandle,GetReportContainerByHandle::1,ReportStorageBase,True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportContainerByHandle(System.String,System.Boolean)name: GetReportContainerByHandle(String, Boolean)type: Methodsummary: Gets the Report Container by the specif"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportContainerByHandle_1,GetReportContainerByHandle_1,GetReportContainerByHandle_1::1,ReportStorageBase,True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportContainerByHandle(System.String,System.Boolean,System.Boolean)name: GetReportContainerByHandle(String, Boolean, Boolean)type: Methodsummary: Gets the Report"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportContainerByHandle_2,GetReportContainerByHandle_2,GetReportContainerByHandle_2::1,ReportStorageBase,True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportContainerByHandle(System.String)name: GetReportContainerByHandle(String)type: Methodsummary: Gets the Report Container by the specified handle.syntax:conten
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportContainerHandle,GetReportContainerHandle,GetReportContainerHandle::1,"ReportStorageBase, IReportDataV2",True,True,Reports,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportContainerHandle(DevExpress.ExpressApp.ReportsV2.IReportDataV2)name: GetReportContainerHandle(IReportDataV2)type: Methodsummary: Gets the Report Container by
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportDataObjectHandleFromUrl,GetReportDataObjectHandleFromUrl,GetReportDataObjectHandleFromUrl::1,"ReportStorageBase, ReportsStorage",True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportDataObjectHandleFromUrl(System.String)name: GetReportDataObjectHandleFromUrl(String)type: Methodsummary: Removes the ReportsStorage.NewStorageUrlPrefix pref
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/GetReportDataTypeFromHandle,GetReportDataTypeFromHandle,GetReportDataTypeFromHandle::1,ReportStorageBase,True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.GetReportDataTypeFromHandle(System.String)name: GetReportDataTypeFromHandle(String)type: Methodsummary: Returns the report data type using the specified handle.synta
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/IsNewReportHandle,IsNewReportHandle,IsNewReportHandle::1,ReportStorageBase,True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.IsNewReportHandle(System.String)name: IsNewReportHandle(String)type: Methodsummary: Checks if the specified report handle is new.syntax:content: public virtual bool
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/IsValidUrl,IsValidUrl,IsValidUrl::1,ReportStorageBase,True,True,,,,,uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.IsValidUrl(System.String)name: IsValidUrl(String)type: Methodsummary: Determines whether the specified report handle is valid in the current Report Storage.syntax:co
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/LoadReport,LoadReport,LoadReport::1,"XtraReport, ReportStorageBase, IReportDataV2",True,True,Reports,,,,dsummary: Loads the specified report data object.syntax:content: public virtual XtraReport LoadReport(IReportDataV2 reportData)parameters: id: reportDatatype: DevExpress.ExpressApp.ReportsV2.IReportDataV2description: An
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/ReportStorageBase,ReportStorageBase,ReportStorageBase::1,ReportStorageBase,True,False,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBasename: ReportStorageBasetype: Classsummary: Implements base API for the report storage.syntax:content: 'public abstract class ReportStorageBase : IReportStorage, IRepo"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SaveReport,SaveReport,SaveReport::1,"XtraReport, ReportStorageBase, IReportDataV2",True,True,Reports,,,,"ase.SaveReport(DevExpress.ExpressApp.ReportsV2.IReportDataV2Writable,DevExpress.XtraReports.UI.XtraReport)name: SaveReport(IReportDataV2Writable, XtraReport)type: Methodsummary: Persists the specified  object in the repo"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SetData,SetData,SetData::1,"XtraReport, ReportStorageBase, ReportsStorage",True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.SetData(DevExpress.XtraReports.UI.XtraReport,System.String)name: SetData(XtraReport, String)type: Methodsummary: Stores the specified report to a Report Storage usin"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SetData_1,SetData_1,SetData_1::1,"XtraReport, ReportStorageBase, ReportsStorage",True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.SetData(DevExpress.XtraReports.UI.XtraReport,System.IO.Stream)name: SetData(XtraReport, Stream)type: Methodsummary: Stores the specified report to a Report Storage u"
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/ReportStorageBase/SetNewData,SetNewData,SetNewData::1,"XtraReport, ReportStorageBase",True,True,,,,,"uid: DevExpress.ExpressApp.ReportsV2.ReportStorageBase.SetNewData(DevExpress.XtraReports.UI.XtraReport,System.String)name: SetNewData(XtraReport, String)type: Methodsummary: Stores the specified report object in a Report"
